Id|Codigo|Nombre|Habilitado
2202|3390|MESABOLONA|1
2203|3391|CAMIVERINA|1
2204|3392|HALCINONIDA|1
2205|3393|ULDAZEPAM|1
2206|3394|DROCINONIDA|1
2207|3395|FENBENDAZOL|1
2208|3396|BISBENDAZOL|1
2209|3397|CEFOXITINA|1
2210|3398|PENFLUTIZIDA|1
2211|3399|ANAZOCINA|1
2212|34|METARAMINOL|1
2213|340|CETOMACROGOL 1000|1
2214|3400|CLOXAZOLAM|1
2215|3401|ETOLOXAMINA|1
2216|3402|TRAPIDIL|1
2217|3403|BUPRENORFINA|1
2218|3404|IODURO DE PRETAMAZIO|1
2219|3406|TICARCILINA|1
2220|3407|TOLAMOLOL|1
2221|3408|PAPAVEROLINA|1
2222|3409|TRIAZOLAM|1
2223|341|WARFARINA|1
2224|3410|MAZATICOL|1
2225|3411|BROMURO DE TIMEPIDIO|1
2226|3412|BUFETOLOL|1
2227|3413|FENIPENTOL|1
2228|3414|SALANTEL|1
2229|3415|TIMOLOL|1
2230|3416|ACIDO PRODOLICO|1
2231|3417|GLUTARAL|1
2232|3419|ETIDOCAINA|1
2233|342|METILSULFATO DE DIFEMANILO|1
2234|3421|LIBECILIDA|1
2235|3424|GEMAZOCINA|1
2236|3426|ALPRAZOLAM|1
2237|3427|SULFACECOL|1
2238|3428|CLOXIQUINA|1
2239|3429|TOLOXATONA|1
2240|343|ACIDO IOFENOICO|1
2241|3430|CINPROPAZIDA|1
2242|3431|TRICLONIDA|1
2243|3432|FIBRACILINA|1
2244|3433|DILTIAZEM|1
2245|3434|ACETIROMATO|1
2246|3435|ISOXICAM|1
2247|3437|OXIBENDAZOL|1
2248|3439|FENBUFEN|1
2249|3441|FEPRAZONA|1
2250|3442|XENBUCINA|1
2251|3443|FENCIBUTIROL|1
2252|3444|FENQUIZONA|1
2253|3445|BROFOXINA|1
2254|3446|DIFTALONA|1
2255|3447|ROMIFENONA|1
2256|3449|MECINARONA|1
2257|3450|DEPRAMINA|1
2258|3451|OXIPEROMIDA|1
2259|3452|SULOCTIDIL|1
2260|3453|CLOPIRACO|1
2261|3454|BUTONATO|1
2262|3455|METIAMIDA|1
2263|3456|BUSPIRONA|1
2264|3457|LEFETAMINA|1
2265|3458|OXAPROZINA|1
2266|3460|CINOCTRAMIDA|1
2267|3461|MIDECAMICINA|1
2268|3462|BROXURIDINA|1
2269|3463|UBIDECARENONA|1
2270|3464|FENETRADIL|1
2271|3465|BEPRIDIL|1
2272|3466|FLUCETOREX|1
2273|3467|CLOROCUALONA|1
2274|3468|BENCISTEINA|1
2275|347|FUSAFUNGINA|1
2276|3470|SULOXIFENO|1
2277|3471|METOPROLOL|1
2278|3473|LIFIBRATO|1
2279|3474|DEXTILIDINA|1
2280|3475|LEVONORGESTREL|1
2281|3476|PIRENZEPINA|1
2282|3477|PIRBUTEROL|1
2283|3478|BUTACLAMOL|1
2284|3479|ENPRAZEPINA|1
2285|3480|TERBUFICINA|1
2286|3483|FLUTAMIDA|1
2287|3484|SARALASINA|1
2288|3485|TRIXOLANO|1
2289|3488|FENCLOFENACO|1
2290|3489|VILOXAZINA|1
2291|349|METILDESORFINA|1
2292|3490|HEXAPROFENO|1
2293|3491|TIBENZATO|1
2294|3492|AMIKACINA|1
2295|3493|FLETAZEPAM|1
2296|3494|MECILINAM|1
2297|3495|CARMETIZIDA|1
2298|3496|CLOTIAZEPAM|1
2299|3497|DIMEMORFANO|1
2300|3498|BROMURO DE BUTROPIO|1
2301|3499|PIVMECILINAM|1
2302|35|METALENESTRILO|1
2303|3500|CAMAZEPAM|1
2304|3501|REPROTEROL|1
2305|3503|MINAPRINA|1
2306|3504|SUBENDAZOL|1
2307|3505|ISOCONAZOL|1
2308|3506|SECNIDAZOL|1
2309|3507|TRIZOXIMA|1
2310|3508|INDANOREX|1
2311|3509|AZAFTOZINA|1
2312|351|ALFACETILMETADOL|1
2313|3510|AZACLORZINA|1
2314|3511|INDOCATO|1
2315|3512|AMINDOCATO|1
2316|3513|CINOXACINO|1
2317|3514|LASALOCIDO|1
2318|3515|CUPRIMIXINA|1
2319|3516|FUROBUFEN|1
2320|3517|ESPROQUINA|1
2321|3518|PREDNIMUSTINA|1
2322|3519|TRIMAZOSINA|1
2323|352|ALFAMETADOL|1
2324|3520|CLOCUMAROL|1
2325|3521|IPRIFLAVONA|1
2326|3522|XANTIFIBRATO|1
2327|3523|CARMANTADINA|1
2328|3524|HALONAMINA|1
2329|3525|FLUNAMINA|1
2330|3526|SULFAMETROL|1
2331|3527|BROVANEXINA|1
2332|3528|SERRAPEPTASA|1
2333|353|BETACETILMETADOL|1
2334|3530|EPITIOSTANOL|1
2335|3531|CLOFEVERINA|1
2336|3532|SERACTIDA|1
2337|3533|FLUNIXINO|1
2338|3535|FLUOCORTINA|1
2339|3536|OLAQUINDOX|1
2340|3537|MOTRAZEPAM|1
2341|3538|PROFLAZEPAM|1
2342|3539|BUFURALOL|1
2343|3540|HALOCORTOLONA|1
2344|3541|BENZNIDAZOL|1
2345|3542|FURBUCILINA|1
2346|3543|RIBAVIRINA|1
2347|3544|GUABENXAN|1
2348|3545|FLUCIPRAZINA|1
2349|3546|PROMESTRIENO|1
2350|3547|IDROCILAMIDA|1
2351|3548|DOXENITOINA|1
2352|3549|ONTIANILO|1
2353|3550|GLIBUTIMINA|1
2354|3551|SALPROTOSIDO|1
2355|3552|TIDIACICO|1
2356|3554|TIOCLOMAROL|1
2357|3555|FENACETINOL|1
2358|3556|PRAXADINA|1
2359|3557|DROPEMPINA|1
2360|3558|MIRINCAMICINA|1
2361|3559|DICLORALUREA|1
2362|3560|OXILORFANO|1
2363|3561|TEMEFOS|1
2364|3562|BUPROPION|1
2365|3563|BROMOXANIDA|1
2366|3565|FENPIPALONA|1
2367|3566|CLOPREDNOL|1
2368|3567|TIANAFACO|1
2369|3568|BENURESTAT|1
2370|3569|DOPAMANTINA|1
2371|357|FENAZOPIRIDINA|1
2372|3570|CICLOBENDAZOL|1
2373|3571|DEXAMISOL|1
2374|3574|TIOPRONINA|1
2375|3575|LIVIDOMICINA|1
2376|3576|AMOGASTRINA|1
2377|3577|ENVIOMICINA|1
2378|3579|PIRAZOFURINA|1
2379|358|AMIDOTRIZOATO DE SODIO|1
2380|3580|KERACIANINA|1
2381|3582|MELIZAMO|1
2382|3583|PAZOXIDO|1
2383|3584|PEGOTERATO|1
2384|3585|POLICAPRAM|1
2385|3586|SUPROFENO|1
2386|3587|DICLONIXINO|1
2387|3588|METANIXINO|1
2388|3589|DANITRACENO|1
2389|359|CARBINOXAMINA|1
2390|3590|FLUTONIDINA|1
2391|3591|NAFTOXATO|1
2392|3592|IBUTEROL|1
2393|3594|LERGOTRILO|1
2394|3599|OXANTEL|1
2395|360|CLORBETAMIDA|1
2396|3600|PIPROFUROL|1
2397|3601|CIHEPTOLANO|1
2398|3603|ETIROXATO|1
2399|3604|FORMEBOLONA|1
2400|3605|MEPTAZINOL|1
2401|3606|BROFEZILO|1
2402|3607|TALAMPICILINA|1
2403|3608|SULFONTEROL|1
2404|3609|MOCTAMIDA|1
2405|361|DIHEXIVERINA|1
2406|3610|DIBEKACINA|1
2407|3611|ESTAZOLAM|1
2408|3612|QUINCARBATO|1
2409|3613|AZOLIMINA|1
2410|3614|CLAZOLIMINA|1
2411|3615|GUANOXABENZO|1
2412|3616|ETOFIBRATO|1
2413|3617|SINCALIDA|1
2414|3618|ENTSUFON|1
2415|3619|BUPICOMIDA|1
2416|3620|BUTORFANOL|1
2417|3622|AZANATOR|1
2418|3624|BOTIACRINA|1
2419|3627|GONADORELINA|1
2420|3628|PARSALMIDA|1
2421|3629|LEUCOCIANIDOL|1
2422|363|MESULFAMIDA|1
2423|3630|BACAMPICILINA|1
2424|3632|ACTODIGINA|1
2425|3634|PROFEXALONA|1
2426|3635|TEFLUTIXOL|1
2427|3636|CLIMICUALINA|1
2428|3637|PIRINIDAZOL|1
2429|3638|PIRANDAMINA|1
2430|3639|TANDAMINA|1
2431|364|TETRABARBITAL|1
2432|3640|DEXIMAFENO|1
2433|3641|DEPROSTILO|1
2434|3642|PIPOCTANONA|1
2435|3643|MAZIPREDONA|1
2436|3645|PRIBECAINA|1
2437|3646|FLUMIZOL|1
2438|3647|TERBUPROL|1
2439|3648|FEBUPROL|1
2440|3649|DIBUPROL|1
2441|365|TIOTETRABARBITAL|1
2442|3650|MARIDOMICINA|1
2443|3651|CARBOCUONA|1
2444|3652|ACIDO IOTROXICO|1
2445|3653|OCTOPAMINA|1
2446|3654|DIFENOXIMIDA|1
2447|3655|FTAXILIDA|1
2448|3656|IDROPRANOLOL|1
2449|3657|BUTIBUFEN|1
2450|3659|CLORURO DE PRANOLIO|1
2451|3660|PRORENOATO DE POTASIO|1
2452|3661|ESPIROXEPINA|1
2453|3662|ETEROBARBO|1
2454|3663|NORGESTOMET|1
2455|3664|ACEMETACINA|1
2456|3665|MOROCROMENO|1
2457|3666|TINOFEDRINA|1
2458|3667|LEVOMENOL|1
2459|3668|PROCODAZOL|1
2460|367|QUINISOCAINA|1
2461|3670|CLIPROFENO|1
2462|3671|MEBENOSIDO|1
2463|3672|MEQUITAZINA|1
2464|3673|METAPRAMINA|1
2465|3674|TERFENADINA|1
2466|3675|RAZOXANO|1
2467|3676|HALOFUGINONA|1
2468|3678|BROMURO DE FAZADINIO|1
2469|3679|SULFATO DE POLIDEXIDA|1
2470|3680|GALOSEMIDA|1
2471|3682|FLUTAZOLAM|1
2472|3683|BRINDOXIMA|1
2473|3684|PIPOXIZINA|1
2474|3685|ESTREPTOMICINA|1
2475|3687|BUTANIXINO|1
2476|3689|INDOPROFENO|1
2477|3690|NILESTRIOL|1
2478|3691|TALERANOL|1
2479|3692|AMBROXOL|1
2480|3693|SITOFIBRATO|1
2481|3694|ACIDO PIPEMIDICO|1
2482|3695|COLIMECICLINA|1
2483|3696|BROMURO DE PINAVERIO|1
2484|3697|QUINUPRAMINA|1
2485|3699|CLEBOPRIDA|1
2486|37|TIACETARSAMIDA DE SODIO|1
2487|370|MEPRILCAINA|1
2488|3701|KETOCAINOL|1
2489|3702|IODURO DE TIBEZONIO|1
2490|3703|SULMARINA|1
2491|3704|IODURO DE ESTILONIO|1
2492|3705|NORDINONA|1
2493|3706|EXAPROLOL|1
2494|3707|PINOLCAINA|1
2495|3708|PINAZEPAM|1
2496|3709|TEROFENAMATO|1
2497|371|ACETARSOL|1
2498|3710|FENTIAZACO|1
2499|3711|GLUCAMETACINA|1
2500|3712|TOSIFENO|1
2501|3713|PIROXICAM|1
2502|3714|CICLOPROFENO|1
2503|3715|ETODOLACO|1
2504|3716|FENCLORACO|1
2505|3717|PIRPROFENO|1
2506|3718|CICLAFRINA|1
2507|372|ACIDO ASCORBICO|1
2508|3720|ISONIXINO|1
2509|3721|GLIFLUMIDA|1
2510|3722|ACIDO IOXOTRIZOICO|1
2511|3724|ACIDO IOGLICICO|1
2512|3725|ACIDO IOSERICO|1
2513|3726|BENTAZEPAM|1
2514|3727|MEXRENOATO DE POTASIO|1
2515|3728|OCTRIPTILINA|1
2516|3729|PIROLAZAMIDA|1
2517|373|ACIDO NICOTINICO|1
2518|3730|NITROSCANATO|1
2519|3733|MEXOPROFENO|1
2520|3734|PROXIBARBAL|1
2521|3735|BUFLOMEDIL|1
2522|3736|ETAZOLATO|1
2523|3737|BROMPERIDOL|1
2524|3738|SULNIDAZOL|1
2525|3739|IPROXAMINA|1
2526|374|ETISTERONA|1
2527|3740|MOXNIDAZOL|1
2528|3741|PIRETANIDA|1
2529|3742|ZILANTEL|1
2530|3743|BROMURO DE DROCLIDINIO|1
2531|3744|CITRATO DE GALIO (67GA)|1
2532|3747|TIFEMOXONA|1
2533|375|AMINOFENAZONA|1
2534|3750|BUDRALAZINA|1
2535|3751|RIPAZEPAM|1
2536|3752|TIAFIBRATO|1
2537|3753|GLIAMILIDA|1
2538|3754|PIROZADIL|1
2539|3755|AMCINONIDA|1
2540|3756|BISFENAZONA|1
2541|3757|DILMEFONA|1
2542|3758|DIPROLEANDOMICINA|1
2543|3759|MEDIFOXAMINA|1
2544|3760|ESTIRIPENTOL|1
2545|3761|TOCOFIBRATO|1
2546|3762|OCTOXINOL|1
2547|3763|ESTEARILSULFAMIDA|1
2548|3764|POLISORBATO|1
2549|3765|CIMETIDINA|1
2550|3766|LOFEXIDINA|1
2551|3767|ACIDO IOSUMETICO|1
2552|3768|ACESULFAMO|1
2553|377|ANFETAMINA|1
2554|3771|NIOMETACINA|1
2555|3772|BROMURO DE METILBENACTICIO|1
2556|3773|NITROMIFENO|1
2557|3774|DIFLUNISAL|1
2558|3776|FLUMEQUINA|1
2559|3777|MEFLOQUINA|1
2560|3778|DEXCLAMOL|1
2561|3779|CARTAZOLATO|1
2562|3780|ACIDO XANOXICO|1
2563|3782|TIMONACICO|1
2564|3783|CLOPIMOZIDA|1
2565|3784|OXIRAMIDA|1
2566|3785|FENPERATO|1
2567|3787|NITRAMISOL|1
2568|3788|CLORURO DE FLUDAZONIO|1
2569|3789|RITROSULFANO|1
2570|379|BARBITAL|1
2571|3790|TREPIPAM|1
2572|3791|SULINDACO|1
2573|3792|METOGEST|1
2574|3793|CLOPROSTENOL|1
2575|3794|FLUPROSTENOL|1
2576|3795|BIFLURANOL|1
2577|3796|ENBUCRILATO|1
2578|3797|CINOXOLONA|1
2579|3798|CICLOXOLONA|1
2580|3799|DESMOPRESINA|1
2581|38|HIDROCORTISONA|1
2582|380|BARBITAL DE SODIO|1
2583|3800|TRIFLUOMEPRAZINA|1
2584|3801|ATENOLOL|1
2585|3805|TIROPRAMIDA|1
2586|3806|ROCIVERINA|1
2587|3807|SORBINICATO|1
2588|3808|CICLONICATO|1
2589|3809|ACIPIMOX|1
2590|381|BUTACAINA|1
2591|3810|METRAFAZOLINA|1
2592|3811|TOLCICLATO|1
2593|3812|METOXEPINA|1
2594|3813|BROMURO DE RITROPIRRONIO|1
2595|3814|TETROXOPRIMA|1
2596|3815|TEPROTIDA|1
2597|3816|ALRESTATINA|1
2598|3817|OXETACILINA|1
2599|382|ERGOCALCIFEROL|1
2600|3820|METILSULFATO DE ROXOLONIO|1
2601|3821|ETOFORMINA|1
2602|3822|DEXTRANOMERO|1
2603|3823|AMILOMERO|1
2604|3824|ESTREPTOZOCINA|1
2605|3825|PIRFENIDONA|1
2606|3826|MACROSALBO (99MTC)|1
2607|3827|BITARTRATO DE DETAJMIO|1
2608|3828|CIAPILOMA|1
2609|3829|LONAZOLACO|1
2610|383|CARBACOL|1
2611|3830|TRIFEZOLACO|1
2612|3831|GLAZIOVINA|1
2613|3832|TREBENZOMINA|1
2614|3833|ACTAPLANINA|1
2615|3834|CAFAMINOL|1
2616|3835|ETOPOSIDO|1
2617|3836|TENIPOSIDO|1
2618|3837|METIOXATO|1
2619|3838|TIOXACINO|1
2620|3840|CEFOXAZOL|1
2621|3841|SUPIDIMIDA|1
2622|3842|TISOPURINA|1
2623|3843|ESTRAPRONICATO|1
2624|3844|DIPROXADOL|1
2625|3845|TIFLOREX|1
2626|3846|CIMEPANOL|1
2627|3847|ESTEVALADIL|1
2628|3848|CLOFIBRATO DE CALCIO|1
2629|3849|FLOXACRINA|1
2630|385|QUINIOFON|1
2631|3851|BEFURALINA|1
2632|3853|OXFENDAZOL|1
2633|3855|BITOLTEROL|1
2634|3856|CLORURO DE SEPAZONIO|1
2635|3859|CEFROTILO|1
2636|386|CLOROQUINA|1
2637|3860|GEMCADIOL|1
2638|3861|PIFLUTIXOL|1
2639|3863|TOFETRIDINA|1
2640|3864|MEPARTRICINA|1
2641|3865|MESOCARBO|1
2642|3866|TERNIDAZOL|1
2643|3867|NIFURALIDA|1
2644|3868|NUCLOTIXENO|1
2645|3869|FLUPIMAZINA|1
2646|387|DESOXICORTONA|1
2647|3870|ACIDO TIZOPROLICO|1
2648|3871|SERFIBRATO|1
2649|3874|CINPRAZOL|1
2650|3875|NADOLOL|1
2651|3876|KETAZOCINA|1
2652|3878|NISOXETINA|1
2653|3879|FLUVOXAMINA|1
2654|388|DIETILESTILBESTROL|1
2655|3880|CLOVOXAMINA|1
2656|3881|AZABUPERONA|1
2657|3882|FOSFONET DE SODIO|1
2658|3883|FLUOXETINA|1
2659|3884|MEGLITINIDA|1
2660|3885|SULISATINA|1
2661|3886|QUINOCIDA|1
2662|3888|SECURININA|1
2663|3889|LORAJMINA|1
2664|389|DIGOXINA|1
2665|3891|OXACEPROL|1
2666|3892|ALPERTINA|1
2667|3893|NEXERIDINA|1
2668|3895|PRAZICUANTEL|1
2669|3896|BENOXAPROFENO|1
2670|3897|BORNAPRINA|1
2671|3898|MEZLOCILINA|1
2672|3899|GEMFIBROZILO|1
2673|39|ERITROMICINA|1
2674|390|ERGOMETRINA|1
2675|3900|CICLAZINDOL|1
2676|3902|CEFUROXIMA|1
2677|3903|ROSOXACINO|1
2678|3904|FLUBENDAZOL|1
2679|3905|FLUSPIPERONA|1
2680|3906|DEZOCINA|1
2681|3907|PIVOXAZEPAM|1
2682|3908|TICLOPIDINA|1
2683|3909|IQUINDAMINA|1
2684|391|ERGOTAMINA|1
2685|3910|BISORCICO|1
2686|3911|NIMIDANO|1
2687|3912|DOXAPROST|1
2688|3913|IMAFENO|1
2689|3914|CEFTEZOL|1
2690|3915|MEPITIOSTANO|1
2691|3916|NITRACRINA|1
2692|3917|ROTAMICILINA|1
2693|3918|BUTAMISOL|1
2694|3919|CETOCICLINA|1
2695|392|HEPARINA DE SODIO|1
2696|3920|FRENTIZOL|1
2697|3921|VALERATO DE ESTRADIOL|1
2698|3923|GUANCLOFINA|1
2699|3924|LOPIRAZEPAM|1
2700|3925|IMIPRAMINOXIDO|1
2701|3926|AMITRIPTILINOXIDO|1
2702|3927|VINDESINA|1
2703|3929|METIROSINA|1
2704|393|LANATOSIDO C|1
2705|3930|NABILONA|1
2706|3932|TIAMULINA|1
2707|3933|PLEUROMULINA|1
2708|3934|BECLOBRATO|1
2709|3935|NARASINA|1
2710|3937|PIRBENICILINA|1
2711|3938|TORASEMIDA|1
2712|3939|ANTRAFENINA|1
2713|394|LOBELINA|1
2714|3940|TIQUINAMIDA|1
2715|3941|LABETALOL|1
2716|3942|NORGESTIMATO|1
2717|3943|VINPOLINA|1
2718|3944|TAMETICILINA|1
2719|3945|IPROZILAMINA|1
2720|3946|ACIDO DIPROGULICO|1
2721|3947|NOSIHEPTIDA|1
2722|3948|MOFOXIMA|1
2723|3949|PIFOXIMA|1
2724|3950|ANILOPAM|1
2725|3951|NIBROXANO|1
2726|3952|MEMANTINA|1
2727|3953|BENZOCAINA|1
2728|3954|AZOSEMIDA|1
2729|3955|BROMURO DE OXITROPIO|1
2730|3956|IPRAGRATINA|1
2731|3957|ELANZEPINA|1
2732|3958|SETAZINDOL|1
2733|3959|TRIAMCINOLONA FURETONIDO|1
2734|396|MEPACRINA|1
2735|3960|TIZOLEMIDA|1
2736|3961|TERBUFIBROL|1
2737|3962|TIXANOX|1
2738|3963|FLUBEPRIDA|1
2739|3964|CICLINDOL|1
2740|3965|FENDOSAL|1
2741|3966|GLUTAURINA|1
2742|3967|ALBENDAZOL|1
2743|3968|BEZAFIBRATO|1
2744|3969|BUCAINIDA|1
2745|3970|OCTAZAMIDA|1
2746|3972|AURANOFINA|1
2747|3973|PROPISERGIDA|1
2748|3974|NOCODAZOL|1
2749|3975|ARBAPROSTILO|1
2750|3976|FLUPIRTINA|1
2751|3977|PROGLUMETACINA|1
2752|3978|IBUPROXAM|1
2753|3979|CELIPROLOL|1
2754|3980|CARPROFENO|1
2755|3981|CLODANOLENO|1
2756|3982|CLORURO DE CARCAINIO|1
2757|3983|CLORURO DE TOLIODIO|1
2758|3985|TIMOPRAZOL|1
2759|3986|CARGUTOCINA|1
2760|3987|IMPROSULFANO|1
2761|3988|GABEXATO|1
2762|3989|BUTOCTAMIDA|1
2763|399|METILTESTOSTERONA|1
2764|3990|CARTEOLOL|1
2765|3991|BUCUMOLOL|1
2766|3992|ANCITABINA|1
2767|3993|KETOTIFENO|1
2768|3994|MEZILAMINA|1
2769|3995|PICAFIBRATO|1
2770|3996|FENOFIBRATO|1
2771|3997|NIFURTOINOL|1
2772|3998|AMINEPTINA|1
2773|3999|GUANFACINA|1
2774|4|FENILBUTAZONA|1
2775|400|NEOARSFENAMINA|1
2776|4000|NIFUROQUINA|1
2777|4001|MEPINDOLOL|1
2778|4002|ADAMEXINA|1
2779|4003|BROMURO DE HOMIDIO|1
2780|4005|MOXAVERINA|1
2781|4006|SULFIRAM|1
2782|4007|ISOFLUPREDONA|1
2783|4008|SUCLOFENIDA|1
2784|4009|FOSFATO DE POLIESTRADIOL|1
2785|4010|VETRABUTINA|1
2786|4011|AZLOCILINA|1
2787|4012|MEPROSCILARINA|1
2788|4013|GLEPTOFERRON|1
2789|4014|LOFENDAZAM|1
2790|4018|QUAZEPAM|1
2791|4022|COGAZOCINA|1
2792|4023|ETOPERIDONA|1
2793|4024|MOPROLOL|1
2794|4025|CIPRAFAMIDA|1
2795|4026|DROPRENILAMINA|1
2796|4027|TRIAMCINOLONA BENETONIDO|1
2797|4028|SULODEXIDA|1
2798|4029|TIOPROPAMINA|1
2799|403|NIQUETAMIDA|1
2800|4030|MENFEGOL|1
2801|4032|FEMOXETINA|1
2802|4033|ACIDO PERSILICO|1
2803|4034|ACIDO SULTOSILICO|1
2804|4035|PREFENAMATO|1
2805|4036|CARAZOLOL|1
2806|4037|BUDIPINO|1
2807|4038|FLUMEXADOL|1
2808|4039|ISOSULPRIDA|1
2809|404|NICOTINAMIDA|1
2810|4040|CLORURO DE TIODONIO|1
2811|4041|AZEPINDOL|1
2812|4042|AMOSCANATO|1
2813|4043|ALIFLURANO|1
2814|4044|CARBOPROST|1
2815|4045|BUSERELINA|1
2816|4046|VINPOCETINA|1
2817|4048|SUFENTANILO|1
2818|4049|CLOSANTEL|1
2819|405|BENZOATO DE ESTRADIOL|1
2820|4052|ELFAZEPAM|1
2821|4054|ZOMEPIRACO|1
2822|4055|VALOFANO|1
2823|4056|TOCAINIDA|1
2824|4057|CIPROFIBRATO|1
2825|4058|COLTEROL|1
2826|406|ESTRADIOL|1
2827|4061|CICLOHEXIMIDA|1
2828|4062|BELARIZINA|1
2829|4064|XILOBAM|1
2830|4066|METILSULFATO DE AMEZINIO|1
2831|4067|ZIMELDINA|1
2832|4068|AZIPRAMINA|1
2833|4069|PENIROLOL|1
2834|407|ESTRONA|1
2835|4070|PARGOLOL|1
2836|4071|SUFOSFAMIDA|1
2837|4072|IMPACARZINA|1
2838|4073|TREPTILAMINA|1
2839|4074|AZELASTINA|1
2840|4076|CLORURO DE CETEXONIO|1
2841|4077|HALOPREDONA|1
2842|4078|SUCCISULFONA|1
2843|408|PAMAQUINA|1
2844|4080|PIFARNINA|1
2845|4081|ICLAZEPAM|1
2846|4082|CLORALOSA|1
2847|4083|CARNITINA|1
2848|4089|FLUDIAZEPAM|1
2849|409|PENTAQUINA|1
2850|4090|IPROHEPTINA|1
2851|4091|CETRAXATO|1
2852|4093|NETILMICINA|1
2853|4094|CLOXIMATO|1
2854|4095|SERMETACINA|1
2855|4096|FLECAINIDA|1
2856|4097|MESECLAZONA|1
2857|4098|ROPIZINA|1
2858|410|PENTETRAZOL|1
2859|4100|FLUCUAZONA|1
2860|4104|PAMATOLOL|1
2861|4105|SILICRISTINA|1
2862|4106|SILIDIANINA|1
2863|4107|SILIBININA|1
2864|4108|CLORURO DE BENZOXONIO|1
2865|4109|DRINIDENO|1
2866|411|PETIDINA|1
2867|4110|DOMPERIDONA|1
2868|4111|OXEPINACO|1
2869|4112|ZOTEPINA|1
2870|4113|ISAMOXOL|1
2871|4114|NIVIMEDONA|1
2872|4115|BEVANTOLOL|1
2873|4116|UBISINDINA|1
2874|4117|CEFAZEDONA|1
2875|4118|TOLMESOXIDO|1
2876|4119|MUZOLIMINA|1
2877|412|FENACETINA|1
2878|4120|DIFETEROL|1
2879|4121|PRENALTEROL|1
2880|4122|ANTIOLIMINA|1
2881|4123|ALMITRINA|1
2882|4124|METILSULFATO DE TIAZINAMIO|1
2883|4125|TIXOCORTOL|1
2884|4126|CLOFOCTOL|1
2885|4127|NIFURZIDA|1
2886|4128|BROMURO DE DIMETIPIRIO|1
2887|4129|NEBIDRAZINA|1
2888|413|FENAZONA|1
2889|4130|BAMNIDAZOL|1
2890|4132|TIOCTILATO|1
2891|4134|IMEXON|1
2892|4135|ACIDO IOMORINICO|1
2893|4136|PICOFOSFATO DE SODIO|1
2894|4138|CITALOPRAM|1
2895|4139|UREDOFOS|1
2896|414|FENOBARBITAL|1
2897|4141|ARFALASINA|1
2898|4142|FEXINIDAZOL|1
2899|4143|LORCAINIDA|1
2900|4145|BUDESONIDA|1
2901|4146|TRIFLURIDINA|1
2902|4147|ACIDO CLODRONICO|1
2903|4149|TOSILATO DE EMILIO|1
2904|4150|METILTIOURACILO|1
2905|4151|SULFOGUAYACOL|1
2906|4152|OLEATO DE MONOETANOLAMINA|1
2907|4153|NAFAZOLINA|1
2908|4154|AUROTIOMALATO DE SODIO|1
2909|4155|SOLUCION DE CLORURO SODICO COMPUESTA|1
2910|4156|GENTISATO DE SODIO|1
2911|4157|SOLUCION DE LACTATO SODICO COMPUESTA|1
2912|4158|ESTIBOGLUCONATO DE SODIO|1
2913|4159|NEOCINCOFENO|1
2914|416|FENITOINA|1
2915|4161|SULFATIOUREA|1
2916|4162|IODURO DE OXAPROPANIO|1
2917|4163|PARAMETADIONA|1
2918|4165|SULFAPIRIDINA|1
2919|4166|BROMURO DE PENTAMETONIO|1
2920|4167|PENTAMIDINA|1
2921|4168|FENADOXONA|1
2922|4169|FENICARBAZIDA|1
2923|417|PROGESTERONA|1
2924|4170|FENINDAMINA|1
2925|4171|FENIODOL DE SODIO|1
2926|4172|FENOBARBITAL DE SODIO|1
2927|4173|FENOTIAZINA|1
2928|4174|FENILEFRINA|1
2929|4175|FTALILSULFATIAZOL|1
2930|4176|PIPEROCAINA|1
2931|4178|PREGNENOLONA|1
2932|4179|PROCAINAMIDA|1
2933|418|PROGUANIL|1
2934|4180|PROFENAMINA|1
2935|4182|PROPAMIDINA|1
2936|4183|PROPILIODONA|1
2937|4184|PROPILTIOURACILO|1
2938|4185|MERCUDERAMIDA|1
2939|4186|TIAZOSULFONA|1
2940|4187|MERCUROFILINA|1
2941|419|RIBOFLAVINA|1
2942|4190|FOLEDRINA|1
2943|4191|MERBROMINA|1
2944|4192|NUFENOXOL|1
2945|4194|MEOBENTINA|1
2946|4195|IODOFTALEINA DE SODIO|1
2947|4196|BROMURO DE TETRILAMONIO|1
2948|4198|TIAMAZOL|1
2949|4199|ISOMETADONA|1
2950|42|TOCANFILO|1
2951|420|SUCCINILSULFATIAZOL|1
2952|4200|TONZILAMINA|1
2953|4201|ISOPRENALINA|1
2954|4202|LIDOCAINA|1
2955|4203|MALEILSULFATIAZOL|1
2956|4204|MEDRILAMINA|1
2957|4205|MEGLUMINA|1
2958|4206|BISULFITO SODICO DE MENADIONA|1
2959|421|SULFADIAZINA|1
2960|4213|TOLAZOLINA|1
2961|4214|INTERMEDINA|1
2962|4215|IODETRILO|1
2963|4216|PITENODIL|1
2964|4217|ACIDO IOXAGLICO|1
2965|4218|LEXOFENACO|1
2966|4219|XIMOPROFENO|1
2967|422|SULFADIAZINA DE SODIO|1
2968|4220|LOMIFILINA|1
2969|4221|CIRAZOLINA|1
2970|4222|PENPROSTENO|1
2971|4223|OXAMETACINA|1
2972|4224|ACIDO IOTETRICO|1
2973|4225|BENPENOLISINA|1
2974|4226|BRAZERGOLINA|1
2975|4227|CINROMIDA|1
2976|4228|FLUOTRACENO|1
2977|4229|BETACAROTENO|1
2978|423|SULFAGUANIDINA|1
